id,id_salarié,date_de_début,type,distance_m,date_de_fin,temps_écoulé_s,commentaire
119,21886,2025-06-09 20:54:15.551242,Course à pied,16592.0,2025-06-09 23:13:17.551242,8342,Belle progression
120,21886,2025-09-06 06:37:22.915743,Natation,2266.0,2025-09-06 07:53:37.915743,4575,Activité tranquille
121,21886,2025-06-03 21:25:15.640876,Escalade,,2025-06-03 22:31:27.640876,3972,Séance intense
122,21886,2026-02-10 19:09:44.922626,Vélo,78324.0,2026-02-10 21:13:42.922626,7438,Activité tranquille
123,21886,2025-07-09 03:19:44.647339,Natation,1468.0,2025-07-09 04:14:49.647339,3305,Activité tranquille
124,81001,2026-02-26 03:02:23.761794,Marche,9021.0,2026-02-26 04:48:19.761794,6356,Activité tranquille
125,81001,2026-04-20 22:45:28.265961,Vélo,42531.0,2026-04-21 01:08:29.265961,8581,Sortie entre collègues
126,81001,2026-01-10 06:32:10.696923,Natation,1893.0,2026-01-10 07:34:35.696923,3745,Activité tranquille
127,81001,2026-02-24 02:55:37.639713,Escalade,,2026-02-24 04:07:30.639713,4313,Reprise du sport :)
128,81001,2026-04-14 06:29:34.969710,Randonnée,25584.0,2026-04-14 10:04:19.969710,12885,Bon rythme aujourd'hui
129,81001,2025-05-18 18:47:51.067288,Tennis,2968.0,2025-05-18 19:37:28.067288,2977,Activité tranquille
130,81001,2026-03-10 02:05:26.661522,Escalade,,2026-03-10 02:53:50.661522,2904,Reprise du sport :)
131,81001,2026-01-22 14:08:40.114939,Fitness,2274.0,2026-01-22 15:22:17.114939,4417,
132,81001,2025-11-18 19:41:17.542923,Randonnée,6811.0,2025-11-18 23:59:25.542923,15488,Séance intense
133,81001,2025-06-04 22:22:37.122128,Tennis,2354.0,2025-06-05 00:02:28.122128,5991,Super séance
134,81001,2026-02-14 02:03:40.110090,Marche,14082.0,2026-02-14 02:34:29.110090,1849,Belle progression
135,81001,2025-11-12 07:00:50.954182,Tennis,8196.0,2025-11-12 08:15:43.954182,4493,Bon rythme aujourd'hui
136,81001,2025-09-06 19:52:07.996178,Vélo,47639.0,2025-09-06 21:01:15.996178,4148,
137,81001,2026-02-15 12:02:40.178350,Marche,11676.0,2026-02-15 12:27:50.178350,1510,Sortie entre collègues
138,81001,2026-04-23 12:05:41.939090,Fitness,7818.0,2026-04-23 13:58:16.939090,6755,Activité tranquille
139,81001,2025-08-05 20:18:35.182781,Escalade,,2025-08-05 21:01:23.182781,2568,Sortie entre collègues
140,81001,2025-07-04 00:48:08.740819,Fitness,1235.0,2025-07-04 02:29:50.740819,6102,Activité tranquille
141,81001,2025-10-02 12:22:59.518542,Natation,855.0,2025-10-02 13:41:03.518542,4684,Reprise du sport :)
142,81001,2026-04-28 16:35:51.521302,Tennis,8090.0,2026-04-28 18:10:44.521302,5693,Super séance
143,81001,2026-01-15 19:13:16.227011,Escalade,,2026-01-15 20:09:24.227011,3368,
144,81001,2025-05-23 06:47:23.430190,Vélo,59879.0,2025-05-23 09:42:46.430190,10523,Super séance
145,81001,2025-11-08 23:38:51.574902,Natation,670.0,2025-11-09 00:41:31.574902,3760,Bon rythme aujourd'hui
146,81001,2026-02-20 11:43:04.779515,Marche,7239.0,2026-02-20 12:56:12.779515,4388,Séance intense
147,81001,2025-06-22 03:28:29.537586,Vélo,78717.0,2025-06-22 07:18:25.537586,13796,
148,81001,2026-01-09 08:46:50.893559,Tennis,6810.0,2026-01-09 09:50:13.893559,3803,Séance intense
149,81001,2025-06-01 07:14:38.085639,Randonnée,27688.0,2025-06-01 11:54:01.085639,16763,Belle progression
150,81001,2025-10-13 16:26:05.481339,Marche,9438.0,2025-10-13 17:40:22.481339,4457,Activité tranquille
151,81001,2025-06-30 00:35:42.962673,Natation,1942.0,2025-06-30 01:16:46.962673,2464,Bon rythme aujourd'hui
152,81001,2026-04-10 07:44:31.188156,Course à pied,5232.0,2026-04-10 09:19:07.188156,5676,Sortie entre collègues
153,81001,2025-06-11 18:09:41.959199,Tennis,1281.0,2025-06-11 20:07:11.959199,7050,Activité tranquille
154,81001,2025-12-22 09:06:24.800652,Tennis,8135.0,2025-12-22 10:22:55.800652,4591,Reprise du sport :)
155,81001,2025-09-08 12:12:20.880502,Marche,12124.0,2025-09-08 13:41:42.880502,5362,Séance intense
156,81001,2025-12-11 22:26:32.927351,Fitness,6255.0,2025-12-11 23:27:55.927351,3683,Bon rythme aujourd'hui
157,81001,2026-02-13 17:04:36.792637,Randonnée,18217.0,2026-02-13 22:17:14.792637,18758,Super séance
158,81001,2026-03-28 22:06:49.918481,Escalade,,2026-03-28 23:06:44.918481,3595,
159,81001,2026-02-22 02:15:20.226487,Tennis,1434.0,2026-02-22 04:02:04.226487,6404,
160,81001,2026-02-03 11:24:40.345658,Vélo,63161.0,2026-02-03 12:44:03.345658,4763,Bon rythme aujourd'hui
161,81001,2025-07-15 21:10:29.581261,Vélo,76724.0,2025-07-16 00:00:56.581261,10227,Activité tranquille
162,81001,2026-04-27 05:04:10.975221,Marche,11027.0,2026-04-27 05:52:52.975221,2922,Reprise du sport :)
163,81001,2025-12-01 11:35:11.806336,Randonnée,19107.0,2025-12-01 15:19:29.806336,13458,Activité tranquille
164,81001,2025-07-31 16:03:51.616323,Vélo,61133.0,2025-07-31 19:19:42.616323,11751,
165,81001,2025-05-20 00:36:54.588508,Natation,2003.0,2025-05-20 01:35:31.588508,3517,Super séance
166,81001,2025-11-23 08:40:25.422014,Course à pied,23015.0,2025-11-23 10:32:47.422014,6742,Reprise du sport :)
167,17757,2025-07-19 20:10:51.905381,Marche,5329.0,2025-07-19 21:35:49.905381,5098,Belle progression
168,17757,2025-10-15 06:36:22.439929,Randonnée,11776.0,2025-10-15 12:33:25.439929,21423,Reprise du sport :)
169,17757,2026-04-04 07:07:40.209022,Natation,1328.0,2026-04-04 08:36:22.209022,5322,Sortie entre collègues
170,17757,2025-07-03 11:58:05.385692,Marche,4309.0,2025-07-03 12:38:39.385692,2434,Sortie entre collègues
171,17757,2025-10-27 20:35:56.932831,Vélo,46042.0,2025-10-27 21:10:53.932831,2097,Reprise du sport :)
172,17757,2025-07-18 07:07:40.410549,Escalade,,2025-07-18 08:46:04.410549,5904,
173,17757,2025-07-23 03:44:57.154715,Tennis,9147.0,2025-07-23 05:09:32.154715,5075,Reprise du sport :)
174,17036,2025-07-20 11:41:27.852996,Marche,11784.0,2025-07-20 12:32:54.852996,3087,Reprise du sport :)
175,17036,2025-09-26 11:18:59.477768,Natation,2943.0,2025-09-26 12:23:40.477768,3881,Reprise du sport :)
176,17036,2026-04-26 12:32:42.812726,Natation,2240.0,2026-04-26 12:52:49.812726,1207,
177,17036,2026-03-19 07:44:11.300093,Tennis,9562.0,2026-03-19 09:42:37.300093,7106,Activité tranquille
178,17036,2025-12-07 16:37:57.897261,Vélo,46598.0,2025-12-07 20:15:02.897261,13025,Super séance
179,36913,2026-01-01 12:55:10.298582,Vélo,28578.0,2026-01-01 15:14:51.298582,8381,Super séance
180,36913,2025-06-29 07:53:29.342863,Tennis,2065.0,2025-06-29 09:44:04.342863,6635,Séance intense
181,36913,2025-09-23 07:41:19.087996,Randonnée,21301.0,2025-09-23 11:55:46.087996,15267,Sortie entre collègues
182,36913,2026-02-22 17:46:54.533937,Fitness,1608.0,2026-02-22 19:28:01.533937,6067,Bon rythme aujourd'hui
183,36913,2025-07-24 05:49:46.672455,Tennis,8387.0,2025-07-24 07:41:53.672455,6727,Bon rythme aujourd'hui
184,36913,2026-04-13 11:33:59.022922,Fitness,8120.0,2026-04-13 12:37:28.022922,3809,Bon rythme aujourd'hui
185,36913,2026-02-06 06:34:09.861134,Course à pied,20033.0,2026-02-06 08:47:57.861134,8028,Sortie entre collègues
186,36913,2025-08-25 22:44:55.896967,Vélo,52168.0,2025-08-26 00:04:03.896967,4748,Séance intense
187,36913,2025-05-28 12:43:05.659059,Natation,1494.0,2025-05-28 13:56:09.659059,4384,Séance intense
188,36913,2026-01-17 18:29:58.469525,Natation,1859.0,2026-01-17 19:37:25.469525,4047,Sortie entre collègues
189,36913,2025-09-11 02:29:24.607484,Marche,2679.0,2025-09-11 04:23:38.607484,6854,Sortie entre collègues
190,36913,2025-11-05 20:13:32.059031,Escalade,,2025-11-05 21:12:29.059031,3537,Belle progression
191,36913,2025-07-20 06:45:56.650136,Natation,1736.0,2025-07-20 08:13:16.650136,5240,Bon rythme aujourd'hui
192,36913,2025-07-06 17:03:02.858838,Randonnée,11599.0,2025-07-06 20:15:26.858838,11544,Séance intense
193,36913,2025-06-10 01:00:25.597585,Natation,1028.0,2025-06-10 01:22:27.597585,1322,Bon rythme aujourd'hui
194,36913,2025-10-21 03:14:57.079306,Natation,2978.0,2025-10-21 04:01:31.079306,2794,
195,36913,2025-05-01 05:53:37.613243,Randonnée,22153.0,2025-05-01 10:37:37.613243,17040,Belle progression
196,79006,2025-08-24 21:23:55.546294,Vélo,32396.0,2025-08-24 23:04:52.546294,6057,Activité tranquille
197,79006,2025-12-28 07:32:30.171614,Marche,8999.0,2025-12-28 08:48:37.171614,4567,Bon rythme aujourd'hui
198,79006,2026-02-08 06:07:46.779627,Randonnée,24749.0,2026-02-08 12:04:45.779627,21419,
199,79006,2025-07-12 17:28:39.885509,Marche,7097.0,2025-07-12 18:04:58.885509,2179,Séance intense
200,79006,2025-09-11 03:03:05.791538,Tennis,5645.0,2025-09-11 04:36:47.791538,5622,
201,79006,2025-12-14 18:32:45.317322,Randonnée,10192.0,2025-12-14 20:24:32.317322,6707,Sortie entre collègues
202,79006,2025-12-05 07:35:32.100073,Natation,2393.0,2025-12-05 08:20:17.100073,2685,Belle progression
203,79006,2026-03-22 06:17:48.094887,Natation,1826.0,2026-03-22 06:44:40.094887,1612,Séance intense
204,79006,2025-07-23 12:35:55.732357,Marche,9951.0,2025-07-23 12:53:27.732357,1052,Belle progression
205,79006,2025-09-10 05:08:49.017472,Fitness,4583.0,2025-09-10 05:54:06.017472,2717,Reprise du sport :)
206,79006,2026-01-31 01:42:04.183054,Tennis,3732.0,2026-01-31 03:27:39.183054,6335,Reprise du sport :)
207,62296,2025-10-27 17:00:08.636632,Vélo,14360.0,2025-10-27 20:15:35.636632,11727,Reprise du sport :)
208,62296,2025-10-10 04:02:57.304181,Marche,11194.0,2025-10-10 05:02:58.304181,3601,
209,62296,2025-09-17 03:53:30.802222,Tennis,7594.0,2025-09-17 05:36:08.802222,6158,Activité tranquille
210,62296,2025-07-01 19:43:09.227392,Fitness,9999.0,2025-07-01 20:30:12.227392,2823,Séance intense
211,62296,2025-11-02 07:52:53.049799,Vélo,56749.0,2025-11-02 11:12:42.049799,11989,Belle progression
212,62296,2025-11-11 10:48:50.690377,Vélo,52794.0,2025-11-11 13:02:21.690377,8011,Bon rythme aujourd'hui
213,62296,2025-09-19 00:07:17.698907,Escalade,,2025-09-19 01:27:01.698907,4784,Sortie entre collègues
214,62296,2025-10-14 03:02:21.532618,Tennis,1420.0,2025-10-14 04:59:41.532618,7040,Belle progression
215,62296,2025-11-28 15:49:28.550797,Randonnée,10067.0,2025-11-28 18:21:56.550797,9148,
216,62296,2025-12-01 20:52:36.527104,Marche,8207.0,2025-12-01 22:00:33.527104,4077,Belle progression
217,62296,2025-07-05 15:59:44.994678,Marche,3432.0,2025-07-05 17:23:13.994678,5009,
218,62296,2025-08-23 15:06:08.421356,Vélo,13182.0,2025-08-23 17:13:01.421356,7613,Belle progression
219,62296,2025-12-18 04:25:46.829377,Natation,534.0,2025-12-18 05:50:46.829377,5100,Reprise du sport :)
220,62296,2025-07-22 10:09:08.969687,Escalade,,2025-07-22 11:06:57.969687,3469,Super séance
221,62296,2025-06-29 15:53:09.542073,Course à pied,21822.0,2025-06-29 17:27:54.542073,5685,Activité tranquille
222,62296,2026-03-31 07:53:47.186825,Randonnée,25268.0,2026-03-31 12:56:28.186825,18161,Activité tranquille
223,90284,2025-06-14 18:00:25.093698,Randonnée,21129.0,2025-06-14 22:54:48.093698,17663,Belle progression
224,90284,2025-05-31 06:26:11.545885,Randonnée,27888.0,2025-05-31 10:17:18.545885,13867,Belle progression
225,90284,2025-10-26 21:15:21.397258,Vélo,40976.0,2025-10-26 23:47:29.397258,9128,Super séance
226,90284,2025-06-05 19:29:06.076494,Course à pied,14692.0,2025-06-05 20:33:51.076494,3885,Belle progression
227,90284,2025-08-08 16:47:16.939911,Course à pied,15036.0,2025-08-08 18:23:25.939911,5769,Belle progression
228,90284,2025-07-09 03:38:29.813984,Course à pied,10223.0,2025-07-09 04:04:17.813984,1548,Activité tranquille
229,90284,2025-11-15 03:42:12.629202,Course à pied,24432.0,2025-11-15 04:48:47.629202,3995,Activité tranquille
230,90284,2025-11-11 22:49:39.753226,Course à pied,21267.0,2025-11-11 23:40:59.753226,3080,Super séance
231,90284,2025-11-28 05:00:07.816843,Course à pied,19576.0,2025-11-28 06:13:52.816843,4425,Bon rythme aujourd'hui
232,90284,2025-05-07 01:43:27.058070,Vélo,44292.0,2025-05-07 05:37:55.058070,14068,
233,90284,2025-12-22 15:24:53.653051,Tennis,1274.0,2025-12-22 17:02:42.653051,5869,Activité tranquille
234,90284,2025-06-10 06:26:24.480804,Randonnée,12323.0,2025-06-10 09:40:26.480804,11642,Super séance
235,90284,2026-03-12 17:11:45.108894,Natation,2573.0,2026-03-12 18:21:02.108894,4157,Sortie entre collègues
236,90284,2025-10-08 13:54:37.674881,Randonnée,27924.0,2025-10-08 18:14:41.674881,15604,Sortie entre collègues
237,90284,2025-05-21 19:01:13.821908,Randonnée,6365.0,2025-05-21 23:46:15.821908,17102,Bon rythme aujourd'hui
238,90284,2025-05-28 07:56:16.627647,Vélo,62061.0,2025-05-28 11:27:56.627647,12700,
239,90284,2026-01-31 18:48:45.918763,Natation,641.0,2026-01-31 19:26:32.918763,2267,Séance intense
240,90284,2026-04-01 04:15:30.037994,Natation,626.0,2026-04-01 05:02:33.037994,2823,Activité tranquille
241,90284,2026-02-11 07:34:30.368977,Randonnée,16496.0,2026-02-11 13:03:46.368977,19756,Bon rythme aujourd'hui
242,90284,2026-03-12 22:48:29.708628,Course à pied,8833.0,2026-03-13 00:21:32.708628,5583,Reprise du sport :)
243,90284,2026-04-09 15:03:12.419055,Tennis,6083.0,2026-04-09 17:02:33.419055,7161,Belle progression
244,90284,2026-02-02 02:26:04.318199,Fitness,2796.0,2026-02-02 03:14:36.318199,2912,Séance intense
